no,time,pressue,speed
7239,7,7,5.00
7239,8,-4,6.00
7239,9,-1,6.00
7239,10,7,2.00
7239,11,5,4.00
7239,12,-2,4.00
7239,13,6,7.00
7239,14,0,7.00
7239,15,0,7.00
7239,16,2,7.00
7239,17,2,7.00
7239,18,1,7.00
7239,19,-5,6.00
7240,0,2,1.00
7240,1,2,1.00
7240,2,4,3.00
7240,3,0,3.00
7240,4,-3,3.00
7240,5,7,0.00
7240,6,10,5.00
7240,7,6,3.00
7240,8,6,2.00
7240,9,6,0.00
7240,10,4,1.00
7240,11,10,-4.00
7240,12,7,-8.00
7240,13,2,-8.00
7240,14,-4,-8.00
7240,15,5,-10.00
7240,16,3,-11.00
7240,17,10,-11.00
7240,18,-5,-12.00
7240,19,-2,-12.00
7241,0,10,6.00
7241,1,7,5.00
7241,2,5,5.00
7241,3,6,6.00
7241,4,2,6.00
7241,5,10,-1.00
7241,6,1,-1.00
7241,7,9,-1.00
7241,8,10,4.00
7241,9,4,2.00
7241,10,-1,2.00
7241,11,7,3.00
7241,12,2,3.00
7241,13,6,2.00
7241,14,6,0.00
7241,15,-5,0.00
7241,16,-2,1.00
7241,17,-5,-1.00
7241,18,9,4.00
7241,19,-2,4.00
7242,0,1,0.00
7242,1,8,2.00
7242,2,3,2.00
7242,3,-1,2.00
7242,4,3,2.00
7242,5,-5,2.00
7242,6,2,2.00
7242,7,7,4.00
7242,8,-2,5.00
7242,9,6,5.00
7242,10,10,5.00
7242,11,1,5.00
7242,12,5,6.00
7242,13,4,4.00
7242,14,-5,5.00
7242,15,10,3.00
7242,16,-4,4.00
7242,17,2,5.00
7242,18,-3,5.00
7242,19,4,4.00
7243,0,1,0.00
7243,1,-4,2.00
7243,2,8,7.00
7243,3,9,12.00
7243,4,4,13.00
7243,5,2,13.00
7243,6,8,9.00
7243,7,6,9.00
7243,8,-3,9.00
7243,9,10,14.00
7243,10,10,17.00
7243,11,-3,19.00
7243,12,-3,19.00
7243,13,-5,17.00
7243,14,4,18.00
7243,15,7,21.00
7243,16,-1,21.00
7243,17,10,15.00
7243,18,4,17.00
7243,19,-2,16.00
7244,0,10,6.00
7244,1,8,7.00
7244,2,9,4.00
7244,3,-2,4.00
7244,4,-2,4.00
7244,5,-2,4.00
7244,6,-2,5.00
7244,7,6,7.00
7244,8,8,6.00
7244,9,-5,9.00
7244,10,1,9.00
7244,11,7,7.00
7244,12,9,4.00
7244,13,3,5.00
7244,14,1,5.00
7244,15,10,8.00
7244,16,8,4.00
7244,17,6,4.00
7244,18,6,5.00
7244,19,6,5.00
7245,0,2,0.00
7245,1,-2,1.00
7245,2,-4,2.00
7245,3,-2,3.00
7245,4,8,3.00
7245,5,6,3.00
7245,6,-2,4.00
7245,7,-1,4.00
7245,8,3,4.00
7245,9,4,4.00
7245,10,5,7.00
7245,11,3,7.00
7245,12,0,7.00
7245,13,7,5.00
7245,14,9,5.00
7245,15,2,5.00
7245,16,5,2.00
7245,17,-5,0.00
7245,18,8,-4.00
7245,19,-5,-1.00
7246,0,0,0.00
7246,1,1,0.00
7246,2,9,6.00
7246,3,10,3.00
7246,4,5,4.00
7246,5,-1,4.00
7246,6,1,4.00
7246,7,-4,4.00
7246,8,-3,6.00
7246,9,8,5.00
7246,10,0,5.00
7246,11,-3,6.00
7246,12,6,6.00
7246,13,2,6.00
7246,14,9,6.00
7246,15,4,6.00
7246,16,-2,6.00
7246,17,-2,7.00
7246,18,-5,6.00
7246,19,10,6.00
7247,0,9,0.00
7247,1,-4,0.00
7247,2,5,-1.00
7247,3,-1,-1.00
7247,4,9,-5.00
7247,5,1,-5.00
7247,6,6,-5.00
7247,7,10,1.00
7247,8,-4,0.00
7247,9,10,0.00
7247,10,-1,0.00
7247,11,5,-3.00
7247,12,3,-3.00
7247,13,3,-3.00
7247,14,10,-1.00
7247,15,-4,-1.00
7247,16,4,-1.00
7247,17,-2,-1.00
7247,18,10,-1.00
7247,19,4,0.00
7248,0,10,-3.00
7248,1,4,-3.00
7248,2,5,-3.00
7248,3,10,-7.00
7248,4,-4,-7.00
7248,5,-3,-6.00
7248,6,9,-6.00
7248,7,-3,-6.00
7248,8,5,-9.00
7248,9,-2,-9.00
7248,10,-5,-8.00
7248,11,-5,-7.00
7248,12,7,-4.00
7248,13,2,-4.00
7248,14,2,-4.00
7248,15,4,-2.00
7248,16,1,-2.00
7248,17,1,-2.00
7248,18,-5,-3.00
7248,19,8,0.00
7249,0,1,0.00
7249,1,8,5.00
7249,2,-3,5.00
7249,3,4,4.00
7249,4,-2,5.00
7249,5,5,5.00
7249,6,9,5.00
7249,7,0,5.00
7249,8,6,5.00
7249,9,8,9.00
7249,10,-3,8.00
7249,11,9,13.00
7249,12,3,13.00
7249,13,2,13.00
7249,14,5,12.00
7249,15,-1,12.00
7249,16,8,14.00
7249,17,6,10.00
7249,18,7,10.00
7249,19,-2,10.00
7250,0,9,0.00
7250,1,8,3.00
7250,2,2,3.00
7250,3,8,3.00
7250,4,-3,2.00
7250,5,4,3.00
7250,6,3,2.00
7250,7,0,2.00
7250,8,3,3.00
7250,9,5,3.00
7250,10,5,4.00
7250,11,5,3.00
7250,12,6,0.00
7250,13,-1,0.00
7250,14,10,-1.00
7250,15,3,-1.00
7250,16,-1,-1.00
7250,17,-1,-1.00
7250,18,-5,-2.00
7250,19,-5,-5.00
7251,0,10,3.00
7251,1,3,3.00
7251,2,7,3.00
7251,3,-5,0.00
7251,4,5,-3.00
7251,5,2,-3.00
7251,6,-3,-2.00
7251,7,7,-2.00
7251,8,2,-2.00
7251,9,0,-2.00
7251,10,-1,-2.00
7251,11,-2,-3.00
7251,12,9,-3.00
7251,13,6,-3.00
7251,14,3,-4.00
7251,15,4,-3.00
7251,16,-3,-4.00
7251,17,1,-4.00
7251,18,-3,-4.00
7251,19,0,-4.00
7252,0,5,2.00
7252,1,5,-1.00
7252,2,6,-1.00
7252,3,7,3.00
7252,4,3,4.00
7252,5,4,3.00
7252,6,8,4.00
7252,7,10,6.00
7252,8,-2,6.00
7252,9,6,8.00
7252,10,1,8.00
7252,11,0,8.00
7252,12,4,6.00
7252,13,4,5.00
7252,14,-1,5.00
7252,15,5,4.00
7252,16,6,6.00
7252,17,1,6.00
7252,18,0,6.00
7252,19,6,9.00
7253,0,-5,0.00
7253,1,4,0.00
7253,2,6,0.00
7253,3,-5,1.00
7253,4,4,0.00
7253,5,-1,0.00
7253,6,6,-2.00
7253,7,4,-3.00
7253,8,7,-1.00
7253,9,-2,-1.00
7253,10,6,-1.00
7253,11,7,-1.00
7253,12,4,1.00
7253,13,5,2.00
7253,14,-4,2.00
7253,15,-1,2.00
7253,16,10,5.00
7253,17,5,8.00
7253,18,-2,8.00
7253,19,0,8.00
7254,0,4,-2.00
7254,1,8,-2.00
7254,2,-3,-2.00
7254,3,-4,0.00
7254,4,-4,0.00
7254,5,7,-4.00
7254,6,-1,-4.00
7254,7,4,-5.00
7254,8,5,-8.00
7254,9,-3,-7.00
7254,10,-1,-7.00
7254,11,3,-6.00
7254,12,7,-10.00
7254,13,-4,-9.00
7254,14,-3,-9.00
7254,15,-4,-11.00
7254,16,1,-11.00
7254,17,-3,-12.00
7254,18,-1,-12.00
7254,19,3,-12.00
7255,0,2,0.00
7255,1,6,1.00
7255,2,3,1.00
7255,3,0,1.00
7255,4,-1,1.00
7255,5,3,1.00
7255,6,4,3.00
7255,7,8,-2.00
7255,8,-4,-1.00
7255,9,-1,-1.00
7255,10,-5,-3.00
7255,11,3,-3.00
7255,12,8,-3.00
7255,13,5,-5.00
7255,14,1,-5.00
7255,15,7,-5.00
7255,16,8,-4.00
7255,17,2,-4.00
7255,18,1,-4.00
7255,19,3,-4.00
7256,0,10,2.00
7256,1,-3,3.00
7256,2,8,5.00
7256,3,6,6.00
7256,4,5,4.00
7256,5,10,8.00
7256,6,-5,8.00
7256,7,5,11.00
7256,8,5,11.00
7256,9,9,8.00
7256,10,1,8.00
7256,11,8,4.00
7256,12,8,7.00
7256,13,7,3.00
7256,14,-4,4.00
7256,15,6,1.00
7256,16,-3,3.00
7256,17,3,3.00
7256,18,9,-1.00
7256,19,-2,-1.00
7257,0,4,1.00
7257,1,5,4.00
7257,2,0,4.00
7257,3,7,5.00
7257,4,8,8.00
7257,5,5,10.00
7257,6,10,10.00
7257,7,-1,10.00
7257,8,0,10.00
7257,9,-1,10.00
7257,10,-2,10.00
7257,11,4,10.00
7257,12,-4,11.00
7257,13,5,13.00
7257,14,7,16.00
7257,15,6,14.00
7257,16,-5,12.00
7257,17,-3,12.00
7257,18,5,12.00
7257,19,-2,11.00
7258,0,0,0.00
7258,1,-2,-1.00
7258,2,-3,1.00
7258,3,1,1.00
7258,4,4,0.00
7258,5,0,0.00
7258,6,8,5.00
7258,7,4,5.00
7258,8,7,4.00
7258,9,10,9.00
7258,10,-2,10.00
7258,11,-3,10.00
7258,12,-5,9.00
7258,13,-4,8.00
7258,14,10,13.00
7258,15,10,18.00
7258,16,-4,20.00
7258,17,7,20.00
7258,18,8,21.00
7258,19,2,21.00
7259,0,2,0.00
7259,1,2,0.00
7259,2,-3,-1.00
7259,3,-2,-1.00
7259,4,8,1.00
7259,5,-1,1.00
7259,6,4,2.00
7259,7,2,2.00
7259,8,10,6.00
7259,9,8,7.00
7259,10,-2,7.00
7259,11,5,7.00
7259,12,-2,7.00
7259,13,-4,7.00
7259,14,2,6.00
7259,15,-5,4.00
7259,16,8,3.00
7259,17,9,7.00
7259,18,6,10.00
7259,19,6,13.00
7260,0,3,1.00
7260,1,-3,1.00
7260,2,-2,1.00
7260,3,-2,0.00
7260,4,-3,-1.00
7260,5,-5,-3.00
7260,6,3,-4.00
7260,7,-4,-5.00
7260,8,5,-7.00
7260,9,-5,-4.00
7260,10,8,-8.00
7260,11,7,-7.00
7260,12,-5,-6.00
7260,13,4,-6.00
7260,14,7,-2.00
7260,15,1,-2.00
7260,16,1,-2.00
7260,17,4,-4.00
7260,18,3,-4.00
7260,19,2,-4.00
7261,0,3,-1.00
7261,1,4,-3.00
7261,2,-4,-4.00
7261,3,2,-4.00
7261,4,8,-3.00
7261,5,4,-3.00
7261,6,-1,-3.00
7261,7,4,-2.00
7261,8,-4,-3.00
7261,9,-1,-3.00
7261,10,-1,-3.00
7261,11,4,-3.00
7261,12,7,-5.00
7261,13,10,-4.00
7261,14,0,-4.00
7261,15,-3,-4.00
7261,16,2,-4.00
7261,17,5,-5.00
7261,18,6,-3.00
7261,19,7,-1.00
7262,0,8,-3.00
7262,1,10,3.00
7262,2,-1,3.00
7262,3,1,3.00
7262,4,-4,3.00
7262,5,10,0.00
7262,6,-2,0.00
7262,7,-2,1.00
7262,8,7,-3.00
7262,9,5,-5.00
7262,10,8,-5.00
7262,11,2,-5.00
7262,12,-5,-5.00
7262,13,6,-5.00
7262,14,3,-5.00
7262,15,10,-7.00
7262,16,-1,-7.00
7262,17,0,-7.00
7262,18,5,-7.00
7262,19,1,-7.00
7263,0,-1,0.00
7263,1,2,0.00
7263,2,9,-5.00
7263,3,1,-5.00
7263,4,-3,-4.00
7263,5,1,-4.00
7263,6,9,1.00
7263,7,4,-1.00
7263,8,0,-1.00
7263,9,9,0.00
7263,10,-3,0.00
7263,11,-5,1.00
7263,12,-4,1.00
7263,13,9,1.00
7263,14,9,-5.00
7263,15,5,-2.00
7263,16,0,-2.00
7263,17,-4,-4.00
7263,18,6,-4.00
7263,19,-5,-1.00
7264,0,1,0.00
7264,1,-1,0.00
7264,2,-3,1.00
7264,3,4,-1.00
7264,4,-1,-1.00
7264,5,-2,-1.00
7264,6,4,0.00
7264,7,7,4.00
7264,8,3,3.00
7264,9,10,1.00
7264,10,-5,1.00
7264,11,-1,1.00
7264,12,-5,1.00
7264,13,-3,1.00
7264,14,-5,2.00
7264,15,6,4.00
7264,16,6,5.00
7264,17,-2,5.00
7264,18,7,5.00
7264,19,7,8.00
7265,0,8,-2.00
7265,1,1,-2.00
7265,2,3,-2.00
7265,3,-5,-1.00
7265,4,-5,-3.00
7265,5,-5,-1.00
7265,6,-4,-3.00
7265,7,3,-2.00
7265,8,-1,-2.00
7265,9,10,-6.00
7265,10,9,-11.00
7265,11,4,-10.00
7265,12,2,-10.00
7265,13,-1,-10.00
7265,14,4,-9.00
7265,15,-5,-9.00
7265,16,-5,-6.00
7265,17,4,-6.00
7265,18,6,-3.00
7265,19,2,-3.00
7266,0,6,-1.00
7266,1,5,-4.00
7266,2,8,-1.00
7266,3,9,3.00
7266,4,5,0.00
7266,5,10,-5.00
7266,6,-4,-5.00
7266,7,2,-4.00
7266,8,-4,-4.00
7266,9,6,-7.00
7266,10,8,-3.00
7266,11,4,-3.00
7266,12,-5,-1.00
7266,13,10,4.00
7266,14,7,4.00
7266,15,-3,4.00
7266,16,3,5.00
7266,17,-2,6.00
7266,18,2,7.00
7266,19,-3,7.00
7267,0,3,0.00
7267,1,-5,3.00
7267,2,10,9.00
7267,3,-2,9.00
7267,4,-1,9.00
7267,5,5,9.00
7267,6,7,9.00
7267,7,-2,10.00
7267,8,-2,10.00
7267,9,-4,10.00
7267,10,-4,10.00
7267,11,4,12.00
7267,12,-5,9.00
7267,13,9,9.00
7267,14,2,8.00
7267,15,7,12.00
7267,16,2,12.00
7267,17,7,12.00
7267,18,4,13.00
7267,19,1,13.00
7268,0,10,-3.00
7268,1,8,-2.00
7268,2,2,-2.00
7268,3,0,-2.00
7268,4,9,-2.00
7268,5,1,-2.00
7268,6,7,-4.00
7268,7,-1,-4.00
7268,8,-5,-4.00
7268,9,0,-4.00
7268,10,-3,-4.00
7268,11,7,-2.00
7268,12,0,-2.00
7268,13,0,-2.00
7268,14,7,1.00
7268,15,8,1.00
7268,16,0,1.00
7268,17,3,1.00
7268,18,-1,1.00
7268,19,10,-2.00
7269,0,8,-3.00
7269,1,6,0.00
7269,2,-5,-3.00
7269,3,-2,-3.00
7269,4,3,-3.00
7269,5,7,-6.00
7269,6,2,-5.00
7269,7,-1,-5.00
7269,8,6,-6.00
7269,9,-5,-5.00
7269,10,-5,-6.00
7269,11,-5,-9.00
7269,12,10,-5.00
7269,13,5,-8.00
7269,14,-1,-8.00
7269,15,6,-10.00
7269,16,2,-10.00
7269,17,3,-8.00
7269,18,6,-10.00
7269,19,10,-9.00
7270,0,8,1.00
7270,1,7,4.00
7270,2,6,5.00
7270,3,4,7.00
7270,4,-1,7.00
7270,5,-5,7.00
7270,6,2,7.00
7270,7,5,9.00
7270,8,-3,10.00
7270,9,5,9.00
7270,10,3,9.00
7270,11,10,8.00
7270,12,0,8.00
7270,13,-3,8.00
7270,14,8,10.00
7270,15,-2,10.00
7270,16,-1,10.00
7270,17,-1,10.00
7270,18,2,10.00
7270,19,2,11.00
7271,0,6,3.00
7271,1,-5,1.00
7271,2,7,1.00
7271,3,5,0.00
7271,4,10,-3.00
7271,5,1,-3.00
7271,6,5,-4.00
7271,7,9,-7.00
7271,8,-4,-9.00
7271,9,1,-9.00
7271,10,-5,-9.00
7271,11,6,-10.00
7271,12,5,-12.00
7271,13,-4,-12.00
7271,14,3,-12.00
7271,15,2,-12.00
7271,16,7,-16.00
7271,17,9,-13.00
7271,18,4,-15.00
7271,19,4,-13.00
7272,0,4,1.00
7272,1,10,6.00
7272,2,9,1.00
7272,3,10,2.00
7272,4,1,2.00
7272,5,10,-2.00
7272,6,4,-1.00
7272,7,-1,-1.00
7272,8,3,-2.00
7272,9,9,-5.00
7272,10,1,-5.00
7272,11,-5,-3.00
7272,12,10,2.00
7272,13,-3,3.00
7272,14,0,3.00
7272,15,-4,3.00
7272,16,5,3.00
7272,17,-5,5.00
7272,18,4,5.00
7272,19,8,5.00
7273,0,8,3.00
7273,1,-3,2.00
7273,2,-4,2.00
7273,3,-5,1.00
7273,4,6,1.00
7273,5,8,-1.00
7273,6,-4,1.00
7273,7,6,-1.00
7273,8,-5,0.00
7273,9,1,0.00
7273,10,0,0.00
7273,11,7,1.00
7273,12,4,2.00
7273,13,8,0.00
7273,14,-2,0.00
7273,15,1,0.00
7273,16,2,0.00
7273,17,0,0.00
7273,18,3,0.00
7273,19,3,-1.00
7274,0,-2,1.00
7274,1,0,1.00
7274,2,10,6.00
7274,3,7,6.00
7274,4,-3,6.00
7274,5,9,10.00
7274,6,-2,10.00
7274,7,-4,12.00
7274,8,-4,12.00
7274,9,7,16.00
7274,10,-4,16.00
7274,11,-3,16.00
7274,12,-3,15.00
7274,13,-1,15.00
7274,14,-4,16.00
7274,15,-3,16.00
7274,16,10,16.00
7274,17,-2,15.00
7274,18,8,15.00
7274,19,3,15.00
7275,0,1,0.00
7275,1,9,-5.00
7275,2,5,-6.00
7275,3,1,-6.00
7275,4,0,-6.00
7275,5,4,-7.00
7275,6,7,-7.00
7275,7,-3,-6.00
7275,8,5,-6.00
7275,9,7,-4.00
7275,10,0,-4.00
7275,11,-1,-4.00
7275,12,10,-9.00
7275,13,6,-12.00
7275,14,10,-8.00
7275,15,9,-8.00
7275,16,0,-8.00
7275,17,7,-10.00
7275,18,3,-11.00
7275,19,-3,-11.00
7276,0,5,-2.00
7276,1,-2,-2.00
7276,2,-1,-2.00
7276,3,0,-2.00
7276,4,-5,-5.00
7276,5,2,-5.00
7276,6,10,-5.00
7276,7,8,-5.00
7276,8,-2,-5.00
7276,9,9,-3.00
7276,10,9,0.00
7276,11,6,2.00
7276,12,-5,5.00
7276,13,7,7.00
7276,14,2,7.00
7276,15,-5,8.00
7276,16,-4,9.00
7276,17,-4,9.00
7276,18,1,9.00
7276,19,3,10.00
7277,0,2,0.00
7277,1,10,0.00
7277,2,2,1.00
7277,3,1,1.00
7277,4,-5,3.00
7277,5,-5,4.00
7277,6,6,5.00
7277,7,4,4.00
7277,8,1,4.00
7277,9,-2,4.00
7277,10,2,3.00
7277,11,1,3.00
7277,12,-5,2.00
7277,13,1,2.00
7277,14,4,4.00
7277,15,4,5.00
7277,16,-2,5.00
7277,17,2,5.00
7277,18,8,5.00
7277,19,-2,5.00
7278,0,-4,0.00
7278,1,-1,0.00
7278,2,2,0.00
7278,3,10,-1.00
7278,4,-5,-2.00
7278,5,-2,-2.00
7278,6,8,-1.00
7278,7,0,-1.00
7278,8,8,1.00
7278,9,-4,1.00
7278,10,-3,1.00
7278,11,-4,1.00
7278,12,3,1.00
7278,13,10,7.00
7278,14,6,6.00
7278,15,-2,6.00
7278,16,-1,6.00
7278,17,1,6.00
7278,18,-2,6.00
7278,19,3,5.00
7279,0,7,0.00
7279,1,0,0.00
7279,2,0,0.00
7279,3,7,-3.00
7279,4,4,-4.00
7279,5,-1,-4.00
7279,6,2,-4.00
7279,7,3,-5.00
7279,8,1,-5.00
7279,9,-5,-4.00
7279,10,-4,-5.00
7279,11,-3,-5.00
7279,12,8,-6.00
7279,13,9,-1.00
7279,14,-1,-1.00
7279,15,-5,-1.00
7279,16,2,0.00
7279,17,8,-2.00
7279,18,5,-2.00
7279,19,-4,-4.00
7280,0,1,0.00
7280,1,9,0.00
7280,2,5,-3.00
7280,3,7,-7.00
7280,4,10,-6.00
7280,5,10,-9.00
7280,6,-1,-9.00
7280,7,-3,-9.00
7280,8,7,-6.00
7280,9,-2,-7.00
7280,10,4,-8.00
7280,11,2,-8.00
7280,12,-3,-8.00
7280,13,10,-10.00
7280,14,7,-9.00
7280,15,-4,-9.00
7280,16,1,-9.00
7280,17,-5,-6.00
7280,18,-1,-6.00
7280,19,0,-6.00
7281,0,4,1.00
7281,1,5,3.00
7281,2,0,3.00
7281,3,-5,2.00
7281,4,-3,1.00
7281,5,2,1.00
7281,6,9,1.00
7281,7,7,5.00
7281,8,4,7.00
7281,9,10,10.00
7281,10,-1,10.00
7281,11,1,10.00
7281,12,2,10.00
7281,13,7,10.00
7281,14,-4,12.00
7281,15,8,15.00
7281,16,1,15.00
7281,17,2,15.00
7281,18,-1,15.00
7281,19,7,15.00
7282,0,-2,0.00
7282,1,-1,0.00
7282,2,4,-2.00
7282,3,-5,-1.00
7282,4,9,2.00
7282,5,5,4.00
7282,6,-5,2.00
7282,7,-2,2.00
7282,8,10,2.00
7282,9,4,1.00
7282,10,6,2.00
7282,11,9,7.00
7282,12,10,2.00
7282,13,7,4.00
7282,14,6,3.00
7282,15,3,3.00
7282,16,-2,2.00
7282,17,1,2.00
7282,18,7,-1.00
7282,19,7,-3.00
7283,0,10,3.00
7283,1,-5,2.00
7283,2,2,3.00
7283,3,-1,3.00
7283,4,-4,1.00
7283,5,10,-3.00
7283,6,8,0.00
7283,7,0,0.00
7283,8,-4,0.00
7283,9,5,2.00
7283,10,9,7.00
7283,11,-2,8.00
7283,12,8,8.00
7283,13,3,8.00
7283,14,8,11.00
7283,15,-4,11.00
7283,16,0,11.00
7283,17,-5,12.00
7283,18,6,16.00
7283,19,-3,16.00
7284,0,-4,1.00
7284,1,-3,1.00
7284,2,3,1.00
7284,3,-3,1.00
7284,4,4,0.00
7284,5,4,2.00
7284,6,0,2.00
7284,7,-1,2.00
7284,8,1,2.00
7284,9,2,1.00
7284,10,9,-1.00
7284,11,1,-1.00
7284,12,0,-1.00
7284,13,9,-2.00
7284,14,1,-2.00
7284,15,3,0.00
7284,16,-5,3.00
7284,17,-5,3.00
7284,18,-1,3.00
7284,19,2,3.00
7285,0,10,-2.00
7285,1,10,4.00
7285,2,8,7.00
7285,3,10,9.00
7285,4,-5,7.00
7285,5,4,6.00
7285,6,-2,7.00
7285,7,-1,7.00
7285,8,-1,7.00
7285,9,-2,8.00
7285,10,8,10.00
7285,11,10,14.00
7285,12,7,15.00
7285,13,-5,15.00
7285,14,4,14.00
7285,15,0,14.00
7285,16,-1,14.00
7285,17,-5,12.00
7285,18,6,10.00
7285,19,0,10.00
7286,0,-1,0.00
7286,1,6,-1.00
7286,2,4,-1.00
7286,3,3,-1.00
7286,4,2,-1.00
7286,5,1,-1.00
7286,6,10,2.00
7286,7,-1,2.00
7286,8,8,7.00
7286,9,-4,6.00
7286,10,10,10.00
7286,11,3,10.00
7286,12,-5,9.00
7286,13,-4,11.00
7286,14,-2,11.00
7286,15,3,10.00
7286,16,0,10.00
7286,17,1,10.00
7286,18,7,12.00
7286,19,5,9.00
7287,0,10,-1.00
7287,1,5,1.00
7287,2,-2,1.00
7287,3,2,1.00
7287,4,2,2.00
7287,5,7,1.00
7287,6,6,2.00
7287,7,-4,0.00
7287,8,-4,0.00
7287,9,10,-6.00
7287,10,10,-6.00
7287,11,-4,-5.00
7287,12,-4,-6.00
7287,13,-4,-8.00
7287,14,2,-8.00
7287,15,1,-8.00
7287,16,0,-8.00
7287,17,5,-8.00
7287,18,-4,-9.00
7287,19,-1,-9.00
7288,0,-2,1.00
7288,1,7,4.00
7288,2,9,0.00
7288,3,-5,-2.00
7288,4,6,-4.00
7288,5,9,0.00
7288,6,10,0.00
7288,7,4,-2.00
7288,8,-2,-1.00
7288,9,10,-4.00
7288,10,2,-4.00
7288,11,9,0.00
7288,12,1,0.00
7288,13,-5,1.00
7288,14,-2,2.00
7288,15,0,2.00
7288,16,0,2.00
7288,17,8,3.00
7288,18,-2,4.00
7288,19,9,4.00
7289,0,2,-1.00
7289,1,-4,-1.00
7289,2,-1,-1.00
7289,3,-2,-1.00
7289,4,10,2.00
7289,5,2,2.00
7289,6,8,3.00
7289,7,3,3.00
7289,8,-5,1.00
7289,9,7,-1.00
7289,10,9,3.00
7289,11,-2,3.00
7289,12,9,4.00
7289,13,-3,4.00
7289,14,-3,3.00
7289,15,2,3.00
7289,16,-1,3.00
7289,17,-4,3.00
7289,18,1,3.00
7289,19,-3,3.00
7290,0,3,0.00
7290,1,3,1.00
7290,2,8,5.00
7290,3,7,9.00
7290,4,2,8.00
7290,5,3,8.00
7290,6,3,8.00
7290,7,5,9.00
7290,8,2,9.00
7290,9,3,10.00
7290,10,1,10.00
7290,11,3,10.00
7290,12,0,10.00
7290,13,1,10.00
7290,14,9,8.00
7290,15,10,9.00
7290,16,5,9.00
7290,17,-4,9.00
7290,18,-3,10.00
7290,19,0,10.00
7291,0,4,0.00
7291,1,-1,0.00
7291,2,7,0.00
7291,3,-4,2.00
7291,4,-1,2.00
7291,5,-2,2.00
7291,6,8,-1.00
7291,7,0,-1.00
7291,8,-2,-1.00
7291,9,-1,-1.00
7291,10,-1,-1.00
7291,11,-1,-1.00
7291,12,-5,-1.00
7291,13,0,-1.00
7291,14,-5,-1.00
7291,15,5,0.00
7291,16,6,1.00
7291,17,-4,1.00
7291,18,6,1.00
7291,19,2,1.00
7292,0,6,-3.00
7292,1,-4,-5.00
7292,2,0,-5.00
7292,3,-1,-5.00
7292,4,9,-5.00
7292,5,-3,-4.00
7292,6,3,-6.00
7292,7,8,-6.00
7292,8,-4,-8.00
7292,9,8,-10.00
7292,10,-1,-10.00
7292,11,5,-12.00
7292,12,0,-12.00
7292,13,5,-15.00
7292,14,6,-16.00
7292,15,1,-16.00
7292,16,4,-15.00
7292,17,7,-11.00
7292,18,9,-6.00
7292,19,8,-6.00
7293,0,10,0.00
7293,1,8,4.00
7293,2,-3,4.00
7293,3,2,4.00
7293,4,-5,3.00
7293,5,-5,3.00
7293,6,-4,5.00
7293,7,7,4.00
7293,8,-2,4.00
7293,9,0,4.00
7293,10,5,1.00
7293,11,3,0.00
7293,12,4,1.00
7293,13,-3,0.00
7293,14,8,-2.00
7293,15,10,1.00
7293,16,-3,0.00
7293,17,2,0.00
7293,18,5,2.00
7293,19,4,2.00
7294,0,3,0.00
7294,1,-3,1.00
7294,2,2,1.00
7294,3,2,0.00
7294,4,-2,-1.00
7294,5,-4,0.00
7294,6,1,0.00
7294,7,7,2.00
7294,8,-4,2.00
7294,9,8,-2.00
7294,10,10,3.00
7294,11,-3,3.00
7294,12,4,3.00
7294,13,-3,2.00
7294,14,9,3.00
7294,15,10,2.00
7294,16,10,1.00
7294,17,-3,1.00
7294,18,-3,2.00
7294,19,10,4.00
7295,0,-4,2.00
7295,1,3,3.00
7295,2,-3,4.00
7295,3,-4,4.00
7295,4,4,4.00
7295,5,-1,4.00
7295,6,-2,4.00
7295,7,-1,4.00
7295,8,4,3.00
7295,9,10,-2.00
7295,10,6,-4.00
7295,11,-4,-6.00
7295,12,-2,-7.00
7295,13,8,-3.00
7295,14,-4,-3.00
7295,15,6,-3.00
7295,16,6,-5.00
7295,17,-4,-6.00
7295,18,9,-5.00
7295,19,2,-5.00
7296,0,0,0.00
7296,1,5,0.00
7296,2,0,0.00
7296,3,10,-2.00
7296,4,4,-4.00
7296,5,-4,-5.00
7296,6,7,-3.00
7296,7,5,-4.00
7296,8,10,2.00
7296,9,8,5.00
7296,10,9,1.00
7296,11,10,4.00
7296,12,6,0.00
7296,13,6,-3.00
7296,14,4,-1.00
7296,15,-3,-1.00
7296,16,6,-3.00
7296,17,-2,-4.00
7296,18,10,1.00
7296,19,3,1.00
7297,0,-1,0.00
7297,1,2,0.00
7297,2,0,0.00
7297,3,1,0.00
7297,4,-3,0.00
7297,5,-3,-1.00
7297,6,8,3.00
7297,7,7,3.00
7297,8,9,7.00
7297,9,6,6.00
7297,10,5,6.00
7297,11,2,6.00
7297,12,-1,6.00
7297,13,-2,6.00
7297,14,-5,9.00
7297,15,-1,9.00
7297,16,9,12.00
7297,17,9,14.00
7297,18,4,15.00
7297,19,-5,17.00
7298,0,-2,0.00
7298,1,-4,1.00
7298,2,0,1.00
7298,3,2,0.00
7298,4,7,4.00
7298,5,2,3.00
7298,6,5,5.00
7298,7,-2,5.00
7298,8,8,2.00
7298,9,5,2.00
7298,10,-2,2.00
7298,11,5,2.00
7298,12,-5,5.00
7298,13,8,2.00
7298,14,-2,2.00
7298,15,-3,2.00
7298,16,5,3.00
7298,17,-3,4.00
7298,18,1,4.00
7298,19,10,10.00
7299,0,8,1.00
7299,1,-4,1.00
7299,2,7,4.00
